ImageNumber,ObjectNumber,FileName_DNA,PathName_DNA,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Depositions_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_ShrunkenTissue
1,1,GtDeer_treatment_septum_4x_29.tif,/Users/kemart/Documents/GitHub/chRonic-time-wasting-disease/TestImages,353195,502299,980,777,147,174,578.8081371480343,466.7237729865938,1.2388580365963586,357708,0.6854661547140318,670.5981218306056,1,0.7031568846444051,0.8071949896272234,791.4635742273738,834.1606559890007,278.5982770944573,102.74461473778294,91.67878707749138,563.9447383949413,576.2681833617993,-88.26763535142211,2344.892711199174,0.987383564247934,2329,578.8081371480343,466.7237729865938,0,1,1
2,1,GtDeer_treatment_septum_4x_37.tif,/Users/kemart/Documents/GitHub/chRonic-time-wasting-disease/TestImages,738875,1166198,1045,1477,176,135,607.5019753002877,776.8664821519202,3.7400982529731563,864541,0.7920704594880935,969.9303421463799,-1,0.633575945079652,0.26737265503788815,1356.2024859998419,1360.0772036910257,276.0235497199469,81.25578976802008,72.2357252334328,866.9819956351466,827.8662417474337,-8.275978893272272,5892.938705310372,0.8546442563163574,857,607.5019753002877,776.8664821519202,0,1,2
3,1,GtDeer_treatment_septum_4x_45.tif,/Users/kemart/Documents/GitHub/chRonic-time-wasting-disease/TestImages,1068911,1501236,1167,1368,45,30,626.8455474777601,694.8538877418232,1.6858501179407506,1135138,0.6075879092129068,1166.6103698332222,0,0.7120206283355848,0.5931725420652995,1332.6749307793223,1337.2527808907334,393.70674365573166,135.15082981416094,122.29881438509533,1061.8162087246833,1058.4803105756346,-8.7480521909957,4758.665581351203,0.9416573139124934,363,626.8455474777601,694.8538877418232,0,1,1
4,1,GtDeer_treatment_septum_4x_53.tif,/Users/kemart/Documents/GitHub/chRonic-time-wasting-disease/TestImages,503554,1026724,1187,1046,55,139,632.458653888163,629.2290240967205,3.4693197883600844,662503,0.6843056670867375,800.7152213549897,1,0.49044728670996296,0.28824094087696966,1107.7399655801694,1143.1172293338948,190.2866259094422,67.89116297514647,60.8276253029822,837.5279990089581,807.7587525596714,70.41379456691901,4685.437226013957,0.7600780675710148,9,632.458653888163,629.2290240967205,0,1,2
5,1,WT_control_septum_4x_09.tif,/Users/kemart/Downloads/controls/septum_4x,1845493,2485746,1819,1505,46,103,936.9182603239351,839.9002689254307,1.5431330840893123,1930682,0.7056693412088015,1532.8909508285087,0,0.7424302402578542,0.648032247063224,1841.0744465858402,1791.4075471539134,546.6936985186495,205.4486777959037,187.8430195668713,1287.8134503443282,1304.4772909689773,-79.74407735917055,5982.226114619414,0.9558762136902919,159,936.9182603239351,839.9002689254307,0,1,1
6,1,WT_control_septum_4x_13.tif,/Users/kemart/Downloads/controls/septum_4x,505844,723216,1019,779,31,47,523.2414360949225,399.66431943445014,2.2455741319979095,589089,0.7344220728041201,802.5338524118554,1,0.6994369593593062,0.445320413051913,1021.7171559270865,999.2522204128445,310.16124838541646,96.46207022758749,83.0,714.4095828734587,693.432304837703,-80.52066536011125,3778.13030125241,0.8586885852562176,9,523.2414360949225,399.66431943445014,0,1,2
7,1,WT_control_septum_4x_19.tif,/Users/kemart/Downloads/controls/septum_4x,313686,448238,799,730,92,96,467.0977346773525,419.3403530919455,1.5750995954563507,348470,0.6293926623424936,631.9789710344754,1,0.6998201848125326,0.6348804881194017,739.7633104827012,723.24961113021,210.2974084481309,82.08149102841682,76.02631123499285,589.8929678847802,574.8607710485537,75.26707439445269,2491.7617228637355,0.900180790311935,1,467.0977346773525,419.3403530919455,0,1,2
8,1,WT_control_septum_4x_21.tif,/Users/kemart/Downloads/controls/septum_4x,510864,715806,1039,865,73,124,560.0534917316546,498.6319548842745,2.037769827349735,576065,0.7286970453525153,806.5061976089113,1,0.7136905809674688,0.4907325580046356,1015.7409113782758,971.5935364132472,310.09837148879063,96.83019051844896,83.81527307120105,701.4847581039364,695.6161424207007,-79.28526802160425,3616.8887065858166,0.8868165918776527,76,560.0534917316546,498.6319548842745,0,1,1
